id,name,dataset,time_limit,memory_limit,rating,tags,complexity
p01079,Hogemon Get,AIZU,3000,262144,,,
p01080,Traffic Tree,AIZU,1000,262144,,,
p01081,Char Swap,AIZU,1000,262144,,,
p01082,Escape of Lappin the Phantom Thief,AIZU,8000,262144,,,
p01083,RedBlue,AIZU,1000,262144,,,
p01084,Dial,AIZU,2000,262144,,,
p01085,Entrance Examination,AIZU,8000,262144,,,
p01086,Short Phrase,AIZU,8000,262144,,,
p01087,ICPC Calculator,AIZU,8000,262144,,,
p01088,500-yen Saving,AIZU,8000,262144,,,
p01089,Deadlock Detection,AIZU,8000,262144,,,
p01090,Bridge Construction Planning,AIZU,8000,262144,,,
p01091,Complex Paper Folding,AIZU,8000,262144,,,
p01092,Development of Small Flying Robots,AIZU,8000,262144,,,
p01093,Selection of Participants of an Experiment,AIZU,8000,262144,,,
p01094,Look for the Winner!,AIZU,8000,262144,,,
p01095,Bamboo Blossoms,AIZU,8000,262144,,,
p01096,Daruma Otoshi,AIZU,8000,262144,,,
p01097,3D Printing,AIZU,8000,262144,,,
p01098,Deciphering Characters,AIZU,8000,262144,,,
p01099,Warp Drive,AIZU,8000,262144,,,
p01100,Gift Exchange Party,AIZU,8000,262144,,,
p01101,Taro's Shopping,AIZU,8000,262144,,,
p01102,Almost Identical Programs,AIZU,8000,262144,,,
p01103,A Garden with Ponds,AIZU,8000,262144,,,
p01104,Making Lunch Boxes,AIZU,8000,262144,,,
p01105,Boolean Expression Compressor,AIZU,8000,262144,,,
p01106,Folding a Ribbon,AIZU,8000,262144,,,
p01107,Go around the Labyrinth,AIZU,8000,262144,,,
p01108,Equivalent Deformation,AIZU,8000,262144,,,
p01109,Income Inequality,AIZU,8000,262144,,,
p01110,Origami,AIZU,8000,262144,,,
p01111,Skyscraper MinatoHarukas,AIZU,8000,262144,,,
p01112,Playoff by all the teams,AIZU,8000,262144,,,
p01113,Floating-Point Numbers,AIZU,8000,262144,,,
p01114,Equilateral Triangular Fence,AIZU,15000,262144,,,
p01115,Expression Mining,AIZU,8000,1048576,,,
p01116,For Programming Excellence,AIZU,8000,262144,,,
p01117,Scores of Final Examination,AIZU,8000,262144,,,
p01118,On-Screen Keyboard,AIZU,8000,262144,,,
p01119,Balance Scale,AIZU,8000,262144,,,
p01120,Tally Counters,AIZU,8000,262144,,,
p01121,Cube Surface Puzzle,AIZU,8000,262144,,,
p01122,Flipping Colors,AIZU,8000,262144,,,
p01123,Let's Move Tiles!,AIZU,8000,262144,,,
p01124,Addition on Convex Polygons,AIZU,8000,262144,,,
p01125,Misterious Gems,AIZU,8000,131072,,,
p01126,Amida,AIZU,8000,131072,,,
p01127,X-Ray Screening System,AIZU,8000,131072,,,
p01128,Railroad Conflict,AIZU,8000,131072,,,
p01129,Data Center on Fire,AIZU,8000,131072,,,
p01130,Water Pipe Construction,AIZU,8000,131072,,,
p01131,Keitai Message,AIZU,8000,131072,,,
p01132,Make Purse Light,AIZU,8000,131072,,,
p01133,Dragon Fantasy,AIZU,8000,131072,,,
p01134,Area Separation,AIZU,8000,131072,,,
p01135,Poor Mail Forwarding,AIZU,8000,131072,,,
p01136,Gather the Maps!,AIZU,8000,131072,,,
p01137,Space Coconut Grab,AIZU,8000,131072,,,
p01138,Osaki,AIZU,8000,131072,,,
p01139,Surrounding Area,AIZU,8000,131072,,,
p01140,Square Route,AIZU,8000,131072,,,
p01141,Lifeguard in the Pool,AIZU,8000,131072,,,
p01142,Karakuri Doll,AIZU,8000,131072,,,
p01143,Princess's Gamble,AIZU,8000,131072,,,
p01144,Princess's Marriage,AIZU,8000,131072,,,
p01145,Princess's Japanese,AIZU,8000,131072,,,
p01146,Princess in Danger,AIZU,8000,131072,,,
p01147,Princess,AIZU,8000,131072,,,
p01148,Princess,AIZU,8000,131072,,,
p01149,Blackjack,AIZU,8000,131072,,,
p01150,Eight Princes,AIZU,8000,131072,,,
p01151,Divisor is the Conqueror,AIZU,8000,131072,,,
p01152,Reading a Chord,AIZU,8000,131072,,,
p01153,Gather on the Clock,AIZU,8000,131072,,,
p01154,Light The Room,AIZU,8000,131072,,,
p01155,Ruins,AIZU,8000,131072,,,
p01156,Hyper Rock-Scissors-Paper,AIZU,8000,131072,,,
p01157,Online Quiz System,AIZU,8000,131072,,,
p01158,Rock Man,AIZU,8000,131072,,,
p01159,Autocorrelation Function,AIZU,8000,131072,,,
p01160,It Prefokery Pio,AIZU,8000,131072,,,
p01161,Traffic,AIZU,8000,131072,,,
p01162,The Extreme Slalom,AIZU,8000,131072,,,
p01163,Space Coconut Crab II,AIZU,8000,131072,,,
p01164,Sort the Panels,AIZU,8000,131072,,,
p01165,Disarmament of the Units,AIZU,8000,131072,,,
p01166,So Sleepy,AIZU,8000,131072,,,
p01167,Alice in Foxland,AIZU,8000,131072,,,
p01168,Lying about Your Age,AIZU,8000,131072,,,
p01169,Turn Polygons,AIZU,8000,131072,,,
p01170,Robots' Crash,AIZU,8000,131072,,,
p01171,Everlasting...?,AIZU,8000,131072,,,
p01172,Headstrong Student,AIZU,8000,131072,,,
p01173,Dig or Climb,AIZU,8000,131072,,,
p01174,Rotation Estimation,AIZU,8000,131072,,,
p01175,Optimal Rest,AIZU,8000,131072,,,
p01176,Controlled Tournament,AIZU,8000,131072,,,
p01177,Entangled Tree,AIZU,8000,131072,,,
p01178,Ramen Shop,AIZU,8000,131072,,,
p01179,Cousin's Aunt,AIZU,8000,131072,,,
p01180,The Closest Circle,AIZU,8000,131072,,,
p01181,Moduic Squares,AIZU,8000,131072,,,
p01182,Restaurant,AIZU,8000,131072,,,
p01183,Tetrahedra,AIZU,8000,131072,,,
p01184,International Party,AIZU,8000,131072,,,
p01185,Hide-and-seek,AIZU,8000,131072,,,
p01186,TV Watching,AIZU,8000,131072,,,
p01187,Make Friendships,AIZU,8000,131072,,,
p01188,Slippy Floors,AIZU,8000,131072,,,
p01189,Roads in a City,AIZU,8000,131072,,,
p01190,Reading Brackets in English,AIZU,8000,131072,,,
p01191,Grated Radish,AIZU,8000,131072,,,
p01192,Greedy,AIZU,8000,131072,,,
p01193,First Experience,AIZU,8000,131072,,,
p01194,Web 0.5,AIZU,8000,131072,,,
p01195,Philosopher's Stone,AIZU,8000,131072,,,
p01196,The Phantom,AIZU,8000,131072,,,
p01197,Rakunarok,AIZU,8000,131072,,,
p01198,Dock to the Future,AIZU,8000,131072,,,
p01199,Flame of Nucleus,AIZU,8000,131072,,,
p01200,Resource,AIZU,8000,131072,,,
p01201,Exact Arithmetic,AIZU,8000,131072,,,
p01202,Dance Dance Revolution,AIZU,8000,131072,,,
p01203,Compress Files,AIZU,8000,131072,,,
p01204,Save the Energy,AIZU,8000,131072,,,
p01205,Goofy Converter,AIZU,8000,131072,,,
p01206,Black Force,AIZU,8000,131072,,,
p01207,Hit and Blow,AIZU,8000,131072,,,
p01208,Turn Left,AIZU,8000,131072,,,
p01209,!,AIZU,8000,131072,,,
p01210,Speed,AIZU,8000,131072,,,
p01211,Spirograph,AIZU,8000,131072,,,
p01212,Mysterious Dungeons,AIZU,8000,131072,,,
p01213,Repeated Subsequences,AIZU,8000,131072,,,
p01214,Petoris,AIZU,8000,131072,,,
p01215,Pythagoraslope,AIZU,8000,131072,,,
p01216,Election,AIZU,8000,131072,,,
p01217,Jaggie Spheres,AIZU,8000,131072,,,
p01218,Nagashi Soumen,AIZU,8000,131072,,,
p01219,Private Teacher,AIZU,8000,131072,,,
p01220,Triangles,AIZU,8000,131072,,,
p01221,Two-finger Programming,AIZU,8000,131072,,,
p01222,Walk under a Scorching Sun,AIZU,8000,131072,,,
p01223,Saizo,AIZU,3000,131072,,,
p01224,Perfect Number,AIZU,3000,131072,,,
p01225,Rummy,AIZU,5000,131072,,,
p01226,Battle Town,AIZU,3000,131072,,,
p01227,Country Road,AIZU,5000,131072,,,
p01228,Rhythm Machine,AIZU,5000,131072,,,
p01229,Enegy Transporter,AIZU,5000,131072,,,
p01230,Can I go there?,AIZU,5000,131072,,,
p01231,Aaron and Bruce,AIZU,5000,131072,,,
p01232,Ancient Expression,AIZU,5000,131072,,,
p01233,Radio Base,AIZU,3000,131072,,,
p01234,Defend the Nation,AIZU,8000,131072,,,
p01235,Electrophoretic,AIZU,8000,131072,,,
p01236,Median Filter,AIZU,8000,131072,,,
p01237,Life Game,AIZU,8000,131072,,,
p01238,Subdividing a Land,AIZU,8000,131072,,,
p01239,Connect Line Segments,AIZU,8000,131072,,,
p01240,Oil Company,AIZU,8000,131072,,,
p01241,Finding the Top RPS Player,AIZU,8000,131072,,,
p01242,Revenge of Voronoi,AIZU,8000,131072,,,
p01243,Castle Wall,AIZU,8000,131072,,,
p01244,Divisor Function,AIZU,8000,131072,,,
p01245,Magical Dungeon,AIZU,8000,131072,,,
p01246,Land Mark,AIZU,8000,131072,,,
p01247,Japanese Style Pub,AIZU,8000,131072,,,
p01248,Text Justification,AIZU,8000,131072,,,
p01249,Billion Million Thousand,AIZU,8000,131072,,,
p01250,Pi is Three,AIZU,8000,131072,,,
p01251,Left Hand Rule,AIZU,8000,131072,,,
p01252,Alice and Bob,AIZU,8000,131072,,,
p01253,Deadly Dice Game,AIZU,8000,131072,,,
p01254,Reverse a Road,AIZU,8000,131072,,,
p01255,Webby Subway,AIZU,8000,131072,,,
p01256,Time Trial,AIZU,8000,131072,,,
p01257,Vending Machine,AIZU,8000,131072,,,
p01258,Memory Match,AIZU,8000,131072,,,
p01259,Tile Puzzle,AIZU,8000,131072,,,
p01260,Girls' Party,AIZU,8000,131072,,,
p01261,Bitwise Kingdom,AIZU,8000,131072,,,
p01262,Adaptive Time Slicing Quantization,AIZU,8000,131072,,,
p01263,Reaction,AIZU,8000,131072,,,
p01264,Magical Island,AIZU,8000,131072,,,
p01265,Ninja Legend,AIZU,8000,131072,,,
p01266,Robot Communication,AIZU,8000,131072,,,
p01267,Luck Manipulator,AIZU,8000,131072,,,
p01268,Matsuzaki Number,AIZU,8000,131072,,,
p01269,Brave Princess Revisited,AIZU,8000,131072,,,
p01270,Restrictive Filesystem,AIZU,8000,131072,,,
p01271,Mirror Cave,AIZU,8000,131072,,,
p01272,Shore Erosion,AIZU,8000,131072,,,
p01273,Infected Computer,AIZU,8000,131072,,,
p01274,Magic Slayer,AIZU,8000,131072,,,
p01275,Dial Lock,AIZU,8000,131072,,,
p01276,Double Sorting,AIZU,8000,131072,,,
p01277,Symmetry,AIZU,8000,131072,,,
p01278,Voronoi Island,AIZU,8000,131072,,,
p01279,Defend the Bases,AIZU,8000,131072,,,
p01280,Galaxy Wide Web Service,AIZU,8000,131072,,,
p01281,Tatami,AIZU,8000,131072,,,
p01282,Revenge of the Round Table,AIZU,8000,131072,,,
p01283,Strange String Manipulation,AIZU,8000,131072,,,
p01284,Erratic Sleep Habits,AIZU,8000,131072,,,
p01285,Find the Point,AIZU,8000,131072,,,
p01286,Luigi's Tavern,AIZU,8000,131072,,,
p01287,Colored Octahedra,AIZU,8000,131072,,,
p01288,Marked Ancestor,AIZU,8000,131072,,,
p01289,Strange Couple,AIZU,8000,131072,,,
p01290,Queen's Case,AIZU,8000,131072,,,
p01291,Wind Passages,AIZU,8000,131072,,,
p01292,Secret Operation,AIZU,8000,131072,,,
p01293,Whist,AIZU,8000,131072,,,
p01294,For the Peace,AIZU,8000,131072,,,
p01295,Champernowne Constant,AIZU,8000,131072,,,
p01296,Futon,AIZU,8000,131072,,,
p01297,Safe Area,AIZU,8000,131072,,,
p01298,Water Tank,AIZU,8000,131072,,,
p01299,Neko's Treasure,AIZU,8000,131072,,,
p01300,Eleven Lover,AIZU,8000,131072,,,
p01301,Crystal Jails,AIZU,8000,131072,,,
p01302,Cave Explorer,AIZU,8000,131072,,,
p01303,Petting Cats,AIZU,8000,131072,,,
p01304,Heian-Kyo Walking,AIZU,8000,131072,,,
p01305,Card Game,AIZU,8000,131072,,,
p01306,Unit Converter,AIZU,8000,131072,,,
p01307,Addition Game,AIZU,8000,131072,,,
p01308,Angel Stairs,AIZU,8000,131072,,,
p01309,A Book Shop With a Frequent Greetings,AIZU,8000,131072,,,
p01310,Drawing Lots,AIZU,8000,131072,,,
p01311,The Door into Summer,AIZU,8000,131072,,,
p01312,Cat Burglar and Friday House,AIZU,8000,131072,,,
p01313,Cat Numbers!,AIZU,8000,131072,,,
p01314,Sum of Consecutive Integers,AIZU,8000,131072,,,
p01315,Moonlight Farm,AIZU,8000,131072,,,
p01316,Differential Pulse Code Modulation,AIZU,8000,131072,,,
p01317,Mr. Rito Post Office,AIZU,8000,131072,,,
p01318,Immortal Jewels,AIZU,8000,131072,,,
p01319,Canal: Water Going Up and Down,AIZU,8000,131072,,,
p01320,Magical Island 2,AIZU,8000,131072,,,
p01321,Final Examination!,AIZU,8000,131072,,,
p01322,Lottery Checker,AIZU,8000,131072,,,
p01323,Compile,AIZU,8000,131072,,,
p01324,Consistent Unit System,AIZU,8000,131072,,,
p01325,The Melancholy of Thomas Right,AIZU,8000,131072,,,
p01326,UTF-8,AIZU,8000,131072,,,
p01327,Star Watching,AIZU,8000,131072,,,
p01328,Stray Cats,AIZU,8000,131072,,,
p01329,Stolen Jewel,AIZU,8000,131072,,,
p01330,The Number of Solutions for a Polynomial,AIZU,8000,131072,,,
p01331,Warp Hall,AIZU,8000,131072,,,
p01332,Three Silhouettes,AIZU,8000,131072,,,
p01333,Summer of KMC,AIZU,8000,131072,,,
p01334,Let's JUMPSTYLE,AIZU,8000,131072,,,
p01335,K Poker,AIZU,8000,131072,,,
p01336,THE BYDOLM@STER,AIZU,8000,131072,,,
p01337,The Number of the Real Roots of a Cubic Equation,AIZU,8000,131072,,,
p01338,KULASIS,AIZU,8000,131072,,,
p01339,Alien's Counting,AIZU,8000,131072,,,
p01340,Kaeru Jump,AIZU,8000,131072,,,
p01341,Save your cats,AIZU,8000,131072,,,
p01342,Dungeon Wall,AIZU,8000,131072,,,
p01343,Psychic Accelerator,AIZU,8000,131072,,,
p01344,Bouldering,AIZU,8000,131072,,,
p01345,DON'T PANIC!,AIZU,8000,131072,,,
p01346,Ropeway,AIZU,8000,131072,,,
p01347,How to Create a Good Game,AIZU,8000,131072,,,
p01348,Cruel Bingo,AIZU,8000,131072,,,
p01349,Ennichi,AIZU,1000,131072,,,
p01350,Carrot Tour,AIZU,1000,131072,,,
p01351,Usagitobi,AIZU,1000,131072,,,
p01352,Graph Construction,AIZU,1000,131072,,,
p01353,Rabbit Plays Games!,AIZU,1000,131072,,,
p01354,The Castle,AIZU,1000,131072,,,
p01355,Nurie,AIZU,1000,131072,,,
p01356,Nearest Station,AIZU,1000,131072,,,
p01357,Lapin Noir,AIZU,1000,131072,,,
p01358,Usaneko Matrix,AIZU,1000,131072,,,
p01359,Era Name,AIZU,8000,131072,,,
p01360,Step Step Evolution,AIZU,8000,131072,,,
p01361,Dungeon Quest II,AIZU,8000,131072,,,
p01362,Dice Room,AIZU,8000,131072,,,
p01363,Alice and Bomb,AIZU,8000,131072,,,
p01364,Two-Wheel Buggy,AIZU,8000,131072,,,
p01365,Camera Control,AIZU,8000,131072,,,
p01366,Road Construction,AIZU,8000,131072,,,
p01367,Operator,AIZU,8000,131072,,,
p01368,Merry Christmas,AIZU,8000,131072,,,
p01369,koukyoukoukokukikou,AIZU,8000,131072,,,
p01370,Brave Force Story,AIZU,8000,131072,,,
p01371,Fastest Route,AIZU,8000,131072,,,
p01372,6/2(1+2),AIZU,8000,131072,,,
p01373,Divide the Cake,AIZU,8000,131072,,,
p01374,Sakura Poetry,AIZU,8000,262144,,,
p01375,Intelligent Circular Perfect Cleaner,AIZU,8000,131072,,,
p01376,Programming Contest,AIZU,1000,262144,,,
p01377,(iwi),AIZU,1000,262144,,,
p01378,[[iwi]],AIZU,1000,262144,,,
p01379,Stopping Problem,AIZU,1000,262144,,,
p01380,The First Acceptance,AIZU,1000,262144,,,
p01381,Spanning Trees,AIZU,1000,262144,,,
p01382,Programming Contest Challenge Book,AIZU,1000,262144,,,
p01383,Cache Strategy,AIZU,2000,262144,,,
p01384,Bit Operation,AIZU,1000,262144,,,
p01385,Randomized Self-Balancing Binary Search Tree,AIZU,5000,262144,,,
p01386,Traveling Salesman Problem,AIZU,5000,262144,,,
p01387,The L-th Number,AIZU,3000,262144,,,
p01388,KUPC,AIZU,1000,131072,,,
p01389,Cicada,AIZU,1000,131072,,,
p01390,Shiritori,AIZU,1000,131072,,,
p01391,Sequence Configuration,AIZU,1000,131072,,,
p01392,Fox Number,AIZU,1000,131072,,,
p01393,Ball,AIZU,1000,131072,,,
p01394,XOR Circuit,AIZU,5000,131072,,,
p01395,Unruly Eel,AIZU,1000,131072,,,
p01396,Mountain,AIZU,2000,131072,,,
p01397,Mod 3 Knights Out,AIZU,1000,131072,,,
p01398,Swap Cipher,AIZU,1000,131072,,,
p01399,Problem B,AIZU,1000,131072,,,
p01400,Seishun 18 Kippu,AIZU,2000,131072,,,
p01401,The Legendary Sword,AIZU,1000,131072,,,
p01402,Anipero,AIZU,8000,131072,,,
p01403,Farey Sequence,AIZU,8000,131072,,,
p01404,Water Clock,AIZU,1000,131072,,,
p01405,Oh,AIZU,8000,131072,,,
p01406,Custom Painting Master,AIZU,1000,131072,,,
p01407,Attack the Moles,AIZU,10000,262144,,,
p01408,Brilliant Stars,AIZU,2000,131072,,,
p01409,Common Palindromes,AIZU,2000,131072,,,
p01410,Dangerous Tower,AIZU,2000,131072,,,
p01411,Entangled with Lottery,AIZU,2000,131072,,,
p01412,Power of Power,AIZU,2000,131072,,,
p01413,Quest of Merchant,AIZU,2000,131072,,,
p01414,Rectangular Stamps,AIZU,2000,131072,,,
p01415,Starting Line,AIZU,2000,131072,,,
p01416,Tiles are Colorful,AIZU,2000,131072,,,
p01417,Calender Colors,AIZU,5000,131072,,,
p01418,Sleeping Time,AIZU,5000,131072,,,
p01419,On or Off,AIZU,5000,131072,,,
p01420,Marathon Match,AIZU,5000,131072,,,
p01421,Reverse Roads,AIZU,5000,131072,,,
p01422,Beautiful Currency,AIZU,5000,131072,,,
p01423,Rabbit Party,AIZU,5000,131072,,,
p01424,Palindrome Generator,AIZU,5000,131072,,,
p01425,White Bird,AIZU,5000,131072,,,
p01426,Vector Compression,AIZU,5000,131072,,,
p01427,Rose Garden Witch,AIZU,2000,131072,,,
p01428,Dessert Witch,AIZU,2000,131072,,,
p01429,Magical Girl Sayaka-chan,AIZU,2000,131072,,,
p01430,Box Witch,AIZU,3000,131072,,,
p01431,Scribbling witch,AIZU,3000,131072,,,
p01432,Shadow Witch,AIZU,2000,131072,,,
p01433,Mermaid Witch,AIZU,2000,131072,,,
p01434,Class Representative Witch,AIZU,2000,131072,,,
p01435,Set-constructing Witch,AIZU,2000,131072,,,
p01436,Soul Gem Game,AIZU,3000,131072,,,
p01437,Infinity Maze,AIZU,8000,131072,,,
p01438,Butterfly,AIZU,8000,131072,,,
p01439,Chinese Classics,AIZU,8000,131072,,,
p01440,Revenge of Champernowne Constant,AIZU,8000,131072,,,
p01441,Full Text Search,AIZU,8000,131072,,,
p01442,Mysterious Maze,AIZU,8000,131072,,,
p01443,Number Sorting,AIZU,8000,131072,,,
p01444,Sky Jump,AIZU,8000,131072,,,
p01445,Mobile Network,AIZU,8000,131072,,,
p01446,Blue Forest,AIZU,8000,131072,,,
p01447,Earth Invasion Diary of Miyabi-sensei,AIZU,8000,131072,,,
p01448,A Way to Invite Friends,AIZU,8000,131072,,,
p01449,Space-Time Sugoroku Road,AIZU,8000,131072,,,
p01450,My friends are small,AIZU,8000,131072,,,
p01451,Roads on Towns,AIZU,8000,131072,,,
p01452,10-Year-Old Dynamic Programming,AIZU,8000,131072,,,
p01453,Spring Tiles,AIZU,8000,131072,,,
p01454,Remodeling Plan for Neko-Nabe (tentative),AIZU,8000,131072,,,
p01455,Intelligible Double Magic,AIZU,8000,131072,,,
p01456,Person responsible for problem description don't w,AIZU,8000,131072,,,
p01457,Carpenters' Language,AIZU,1000,131072,,,
p01458,Kth Sentence,AIZU,3000,131072,,,
p01459,Light Road,AIZU,2000,131072,,,
p01460,Matrix Operation,AIZU,2000,131072,,,
p01461,Multi Ending Story,AIZU,5000,131072,,,
p01462,Network Reliability,AIZU,3000,131072,,,
p01463,Runaway Domino,AIZU,3000,131072,,,
p01464,Sunny Graph,AIZU,3000,131072,,,
p01465,Testing Circuits,AIZU,5000,131072,,,
p01466,World Trip,AIZU,5000,262144,,,
p01467,A-B Problem,AIZU,1000,131072,,,
p01468,Closest Segment Pair,AIZU,1000,131072,,,
p01469,Divisor,AIZU,1000,131072,,,
p01470,Four Arithmetic Operations,AIZU,1000,131072,,,
p01471,Fractional Knapsack,AIZU,1000,131072,,,
p01472,Game,AIZU,1000,131072,,,
p01473,Palindromic Anagram,AIZU,1000,131072,,,
p01474,Permutation,AIZU,1000,131072,,,
p01475,Plane Division,AIZU,1000,131072,,,
p01476,Range Minimum Query,AIZU,1000,131072,,,
p01477,Sharp 2SAT,AIZU,1000,131072,,,
p01478,Sort,AIZU,2000,131072,,,
p01479,Chicken or the Egg,AIZU,8000,131072,,,
p01480,Unequal Dice,AIZU,8000,131072,,,
p01481,Lucky Dip,AIZU,8000,131072,,,
p01482,Memory Leak,AIZU,8000,131072,,,
p01483,Elevator,AIZU,8000,131072,,,
p01484,Icy Composer,AIZU,8000,131072,,,
p01485,Satan Attacks,AIZU,8000,131072,,,
p01486,CatChecker,AIZU,8000,131072,,,
p01487,RabbitWalking,AIZU,8000,131072,,,
p01488,TransferTrain,AIZU,8000,131072,,,
p01489,IkaNumber,AIZU,8000,131072,,,
p01490,HullMarathon,AIZU,8000,131072,,,
p01491,RabbitLunch,AIZU,8000,131072,,,
p01492,CarrotBreeding,AIZU,8000,131072,,,
p01493,DisconnectedGame,AIZU,8000,131072,,,
p01494,ThreeRooks,AIZU,8000,131072,,,
p01495,SolveMe,AIZU,8000,131072,,,
p01496,Bicube,AIZU,8000,131072,,,
p01497,Bubble Puzzle,AIZU,8000,131072,,,
p01498,King Slime,AIZU,8000,131072,,,
p01499,Rabbit Game Playing,AIZU,8000,131072,,,
p01500,Rabbit Jumping,AIZU,8000,131072,,,
p01501,Shelter,AIZU,8000,131072,,,
p01502,Sightseeing Tour,AIZU,8000,131072,,,
p01503,Tampopo Machine,AIZU,8000,131072,,,
p01504,AYBABTU,AIZU,10000,262144,,,
p01505,Billiards Sorting,AIZU,7000,131072,,,
p01506,Digit,AIZU,2000,131072,,,
p01507,Dungeon Creation,AIZU,3000,131072,,,
p01508,Longest Lane,AIZU,1000,131072,,,
p01509,Play in Basic,AIZU,5000,131072,,,
p01510,Skyland,AIZU,5000,131072,,,
p01511,Three-way Branch,AIZU,7000,131072,,,
p01512,Tree Allocation,AIZU,10000,131072,,,
p01513,Save Your Privacy!,AIZU,8000,131072,,,
p01514,You Are the Judge,AIZU,8000,131072,,,
p01515,Equation,AIZU,8000,131072,,,
p01516,Milky Way,AIZU,8000,131072,,,
p01517,The Enemy of My Enemy is My Friend,AIZU,8000,131072,,,
p01518,Dog Food,AIZU,8000,131072,,,
p01519,Sister Ports,AIZU,8000,131072,,,
p01520,Al dente,AIZU,2000,131072,,,
p01521,Simple Othello,AIZU,2000,131072,,,
p01522,Social,AIZU,2000,131072,,,
p01523,Power,AIZU,2000,131072,,,
p01524,Janken,AIZU,2000,131072,,,
p01525,Acceleration of Network,AIZU,5000,262144,,,
p01526,Village,AIZU,4000,131072,,,
p01527,Tree Planting,AIZU,3000,131072,,,
p01528,Treasure Hunt,AIZU,2000,131072,,,
p01529,Sashimi,AIZU,3000,262144,,,
p01530,XOR Cloister,AIZU,5000,131072,,,
p01531,Flick Input,AIZU,1000,131072,,,
p01532,Problem B War II,AIZU,1000,131072,,,
p01533,Acrophobia,AIZU,1000,131072,,,
p01534,Anipero 2012,AIZU,1000,131072,,,
p01535,Markup language has Declined,AIZU,1000,131072,,,
p01536,Transparent Mahjong,AIZU,3000,131072,,,
p01537,Code Art Online,AIZU,2000,131072,,,
p01538,Kakezan,AIZU,3000,131072,,,
p01539,A Holiday of Miss Brute Force,AIZU,3000,131072,,,
p01540,Treasure Hunt,AIZU,5000,199680,,,
p01541,hosonagaitokoro,AIZU,3000,131072,,,
p01542,Lost Number,AIZU,3000,131072,,,
p01543,marukaite,AIZU,8000,131072,,,
p01544,Longest Increasing Sequence,AIZU,5000,199680,,,
p01545,House Moving,AIZU,3000,131072,,,
p01546,Sports Days 2,AIZU,3000,131072,,,
p01547,Final Defense Line,AIZU,3000,131072,,,
p01548,Audition,AIZU,2000,256000,,,
p01549,Zero Division Checker,AIZU,2000,256000,,,
p01550,Card,AIZU,4000,256000,,,
p01551,DNA,AIZU,2000,256000,,,
p01552,YAML,AIZU,2000,256000,,,
p01553,Hakone,AIZU,2000,256000,,,
p01554,Kagisys,AIZU,2000,131072,,,
p01555,FizzBuzz,AIZU,1000,131072,,,
p01556,ConvexCut,AIZU,2000,131072,,,
p01557,ReverseSort,AIZU,5000,262144,,,
p01558,Substring,AIZU,2000,131072,,,
p01559,MinimumCostPath,AIZU,5000,262144,,,
p01560,Enumeration,AIZU,5000,131072,,,
p01561,A Two Floors Dungeon,AIZU,5000,131072,,,
p01562,Area Folding,AIZU,5000,131072,,,
p01563,Connect,AIZU,5000,131072,,,
p01564,Do use segment tree,AIZU,2000,256000,,,
p01565,Move on Dice,AIZU,5000,131072,,,
p01566,Pipeline Plans,AIZU,5000,131072,,,
p01567,Presentation,AIZU,5000,131072,,,
p01568,Repairing,AIZU,5000,131072,,,
p01569,Sun and Moon,AIZU,5000,131072,,,
p01570,Usoperanto,AIZU,8000,256000,,,
p01571,Adhoc Translation,AIZU,8000,131072,,,
p01572,Artistic Art Museum,AIZU,8000,131072,,,
p01573,Complex Integer Solutions,AIZU,8000,131072,,,
p01574,Dial Key,AIZU,8000,131072,,,
p01575,Dungeon Master,AIZU,8000,131072,,,
p01576,Exciting Bicycle,AIZU,8000,131072,,,
p01577,Magic Walls,AIZU,8000,131072,,,
p01578,Sort by Hand,AIZU,8000,131072,,,
p01579,Substring Expression,AIZU,8000,131072,,,
p01580,Up Above the World So High,AIZU,8000,131072,,,
p01581,Cache Control,AIZU,8000,131072,,,
p01582,Cover Time,AIZU,8000,131072,,,
p01583,Craftsman,AIZU,8000,131072,,,
p01584,Divide the Water,AIZU,8000,131072,,,
p01585,Mickle's Beam,AIZU,8000,131072,,,
p01586,Poor Computer,AIZU,8000,131072,,,
p01587,Riffle Swap,AIZU,8000,131072,,,
p01588,Round Table,AIZU,8000,131072,,,
p01589,Strange Currency System,AIZU,8000,131072,,,
p01590,Trading Ship,AIZU,8000,131072,,,
p01591,Approximate Circle,AIZU,8000,131072,,,
p01592,Blame Game,AIZU,8000,131072,,,
p01593,Earn Big,AIZU,8000,131072,,,
p01594,Exportation in Space,AIZU,8000,131072,,,
p01595,Laser Puzzle,AIZU,8000,131072,,,
p01596,Magnum Tornado,AIZU,8000,131072,,,
p01597,Nezumi's Treasure,AIZU,8000,131072,,,
p01598,Testing Sorting Networks,AIZU,8000,131072,,,
p01599,Train King,AIZU,8000,131072,,,
p01600,Tree Construction,AIZU,8000,131072,,,
p01601,Palindromic Number,AIZU,1000,131072,,,
p01602,Parentheses,AIZU,1000,131072,,,
p01603,Sanpo,AIZU,1000,131072,,,
p01604,goto busters,AIZU,1000,131072,,,
p01605,Replace,AIZU,2000,262144,,,
p01606,Sliding GCD,AIZU,1000,131072,,,
p01607,Magical Circle,AIZU,3000,131072,,,
p01608,1,AIZU,1000,131072,,,
p01609,One,AIZU,1000,131072,,,
p01610,Cube of Two,AIZU,1000,131072,,,
p01611,K-th String,AIZU,2000,131072,,,
p01612,Company Trip,AIZU,1000,131072,,,
p01613,Grid Mori,AIZU,1000,131072,,,
